"","dayofweek","visib","num_accidents"
"1706",1,10,0.40295358649789
"1707",2,6.7,0.310126582278481
"1708",3,9.6,0.339662447257384
"1709",4,6.9,0.708860759493671
"1710",5,6,0.5
"1711",6,7.9,0.883966244725738
"1712",7,9.5,0.778481012658228
"1713",1,10,0.5
"1714",2,9.7,0.341772151898734
"1715",3,10,0.767932489451477
"1716",4,10,0.651898734177215
"1717",5,9.5,0.774261603375527
"1718",6,5.1,0.753164556962025
"1719",7,6.7,0.962025316455696
"1720",1,4.6,0.531645569620253
"1721",2,4.8,0.453586497890295
"1722",3,3.4,0.635021097046414
"1723",4,3.3,0.611814345991561
"1724",5,3.2,0.447257383966245
"1725",6,3.4,0.345991561181435
"1726",7,2.8,0.512658227848101
"1727",1,2.1,0.548523206751055
"1728",2,3.7,0.455696202531646
"1729",3,2.8,0.748945147679325
"1730",4,2.6,0.60126582278481
"1731",5,1.5,0.685654008438819
"1732",6,4.9,0.778481012658228
"1733",7,10,0.814345991561181
"1734",1,9.8,0.377637130801688
"1735",2,10,0.421940928270042
"1736",3,10,0.776371308016878
"1737",4,10,0.666666666666667
"1738",5,10,0.717299578059072
"1739",6,8.4,0.60337552742616
"1740",7,7.4,0.586497890295359
"1741",1,3.9,0.419831223628692
"1742",2,9.2,0.316455696202532
"1743",3,6.2,0.369198312236287
"1744",4,5.9,0.837552742616034
"1745",5,10,0.542194092827004
"1746",6,10,0.489451476793249
"1747",7,10,0.605485232067511
"1748",1,6.7,0.413502109704641
"1749",2,1.4,0.263713080168776
"1750",3,8.8,0.569620253164557
"1751",4,10,0.770042194092827
"1752",5,10,0.772151898734177
"1753",6,10,0.833333333333333
"1754",7,10,0.953586497890295
"1755",1,10,0.447257383966245
"1756",2,10,0.331223628691983
"1757",3,6.5,0.628691983122363
"1758",4,8.7,0.662447257383966
"1759",5,4.9,0.584388185654008
"1760",6,7.8,0.605485232067511
"1761",7,10,0.818565400843882
"1762",1,10,0.514767932489452
"1763",2,9.6,0.510548523206751
"1764",3,6.9,0.972573839662447
"1765",4,10,0.685654008438819
"1766",5,10,0.49789029535865
"1767",6,10,0.791139240506329
"1768",7,3.4,0.854430379746835
"1769",1,9.3,0.510548523206751
"1770",2,10,0.312236286919831
"1771",3,7.4,0.656118143459916
"1772",4,9.8,0.715189873417722
"1773",5,9.7,0.613924050632911
"1774",6,10,0.69831223628692
"1775",7,10,0.744725738396624
"1776",1,10,0.531645569620253
"1777",2,10,0.354430379746835
"1778",3,10,0.691983122362869
"1779",4,10,0.582278481012658
"1780",5,10,0.721518987341772
"1781",6,8.9,0.928270042194093
"1782",7,9.9,0.934599156118143
"1783",1,10,0.544303797468354
"1784",2,7.8,0.426160337552743
"1785",3,10,0.795358649789029
"1786",4,10,0.883966244725738
"1787",5,8,0.850210970464135
"1788",6,10,0.206751054852321
"1789",7,10,0.276371308016878
"1790",1,10,0.179324894514768
"1791",2,9.9,0.240506329113924
"1792",3,10,0.556962025316456
"1793",4,10,0.586497890295359
"1794",5,9.8,0.69620253164557
"1795",6,10,0.616033755274262
"1796",7,10,0.845991561181435
"1797",1,10,0.430379746835443
"1798",2,10,0.162447257383966
"1799",3,10,0.660337552742616
"1800",4,10,0.70253164556962
"1801",5,7.9,0.590717299578059
"1802",6,10,0.679324894514768
"1803",7,10,0.656118143459916
"1804",1,7.8,0.352320675105485
"1805",2,9,0.29957805907173
"1806",3,9.8,0.746835443037975
"1807",4,9.7,0.666666666666667
"1808",5,9.2,0.713080168776371
"1811",1,8,0.611814345991561
"1812",2,10,0.371308016877637
"1813",3,9.7,0.706751054852321
"1814",4,9.3,0.60337552742616
"1815",5,9.9,0.694092827004219
"1816",6,10,0.782700421940928
"1817",7,9.7,0.736286919831224
"1818",1,3.2,0.409282700421941
"1819",2,8.8,0.206751054852321
"1821",4,10,0.362869198312236
"1822",5,10,0.434599156118143
"1823",6,10,0.50210970464135
"1824",7,9.5,0.478902953586498
"1825",1,9.3,0.409282700421941
"1826",2,4.9,0.191983122362869
"1827",3,10,0.123318385650224
"1828",4,10,0.571748878923767
"1829",5,10,0.551569506726457
"1830",6,5.9,0.145739910313901
"1831",7,9.5,0.674887892376682
"1832",1,10,0.448430493273543
"1833",2,10,0.170403587443946
"1834",3,9.9,0.719730941704036
"1835",4,9.3,0.639013452914798
"1836",5,10,0.645739910313901
"1837",6,10,0.665919282511211
"1838",7,5.6,0.683856502242152
"1839",1,3,0.457399103139013
"1840",2,10,0.213004484304933
"1841",3,9.1,0.278026905829596
"1842",4,8.2,0.488789237668161
"1843",5,5.5,0.475336322869955
"1844",6,8.4,0.526905829596413
"1845",7,10,0.448430493273543
"1846",1,10,0.29372197309417
"1847",2,10,0.0426008968609865
"1848",3,7.6,0.358744394618834
"1849",4,4.4,0.295964125560538
"1850",5,8.8,0.484304932735426
"1851",6,10,0.455156950672646
"1852",7,10,0.623318385650224
"1853",1,10,0.248878923766816
"1854",2,4.4,0.0291479820627803
"1855",3,6.9,0.295964125560538
"1856",4,4.3,0.403587443946188
"1857",5,10,0.441704035874439
"1858",6,9.4,0.437219730941704
"1859",7,6.4,0.488789237668161
"1860",1,10,0.177130044843049
"1861",2,9.1,0.318385650224215
"1862",3,5.1,0.688340807174888
"1863",4,10,0.327354260089686
"1864",5,8.4,0.569506726457399
"1865",6,8.4,0.486547085201794
"1866",7,10,0.412556053811659
"1867",1,9,0.336322869955157
"1868",2,1.2,0.179372197309417
"1869",3,3.9,0.322869955156951
"1870",4,10,0.479820627802691
"1871",5,8.5,0.609865470852018
"1872",6,2.2,0.551569506726457
"1873",7,2.9,0.410313901345291
"1874",1,10,0.459641255605381
"1875",2,8.3,0.163677130044843
"1876",3,9.6,0.0807174887892377
"1877",4,2.9,0.304932735426009
"1878",5,0.2,0.452914798206278
"1879",6,8.3,0.338565022421525
"1880",7,9.7,0.334080717488789
"1881",1,5,0.316143497757848
"1882",2,6.4,0.109865470852018
"1883",3,6.5,0.354260089686099
"1884",4,10,0.520179372197309
"1885",5,10,0.571748878923767
"1886",6,10,0.493273542600897
"1888",1,6.2,0.47085201793722
"1889",2,9.9,0.130044843049327
"1890",3,8.2,0.486547085201794
"1891",4,10,0.621076233183857
"1892",5,8.9,0.26457399103139
"1893",6,8.2,0.524663677130045
"1894",7,9.6,0.789237668161435
"1895",1,10,0.376681614349776
"1896",2,10,0.147982062780269
"1897",3,10,0.62780269058296
"1898",4,3.4,0.401345291479821
"1899",5,9.7,0.567264573991031
"1900",6,9.7,0.650224215246637
"1901",7,10,0.79372197309417
"1902",1,10,0.365470852017937
"1903",2,10,0.2847533632287
"1904",3,10,0.643497757847534
"1905",4,10,0.443946188340807
"1906",5,8.6,0.174887892376682
"1907",6,6.6,0.807174887892377
"1908",7,10,0.746636771300448
"1909",1,10,0.338565022421525
"1910",2,9.3,0.20627802690583
"1911",3,10,0.697309417040359
"1912",4,10,0.511210762331839
"1913",5,10,0.515695067264574
"1914",6,8.1,0.479820627802691
"1915",7,2.1,0.405829596412556
"1916",1,9.6,0.426008968609865
"1917",2,10,0
"1918",3,8.1,0.365470852017937
"1919",4,9.3,0.340807174887892
"1920",5,3.5,0.347533632286996
"1921",6,10,0.295964125560538
"1922",7,9.4,0.260089686098655
"1923",1,8.7,0.197309417040359
"1924",2,9.5,0.154708520179372
"1925",3,10,0.506726457399103
"1926",4,9.1,0.603139013452915
"1927",5,10,0.477578475336323
"1928",6,10,0.473094170403587
"1929",7,6.7,0.798206278026906
"1930",1,7,0.504484304932735
"1931",2,9,0.248878923766816
"1932",3,2.6,0.766816143497758
"1933",4,8.4,0.45067264573991
"1934",5,10,0.589686098654709
"1935",6,9.6,0.688340807174888
"1936",7,10,0.690582959641256
"1937",1,10,0.414798206278027
"1938",2,10,0.378923766816143
"1939",3,10,0.618834080717489
"1940",4,10,0.609865470852018
"1941",5,7.1,0.508968609865471
"1942",6,3.2,0.739910313901345
"1943",7,7.8,0.652466367713004
"1944",1,5.1,0.459641255605381
"1945",2,9.2,0.237668161434978
"1946",3,10,0.576233183856502
"1947",4,10,0.704035874439462
"1948",5,10,0.881165919282511
"1949",6,9.5,0.876681614349776
"1950",7,7.8,0.726457399103139
"1951",1,9.2,0.455156950672646
"1952",2,8.1,0.2152466367713
"1953",3,8.7,0.663677130044843
"1954",4,4.9,0.755605381165919
"1955",5,4,0.699551569506726
"1956",6,6.2,0.591928251121076
"1957",7,8.1,0.910313901345291
"1958",1,9.5,0.455156950672646
"1959",2,9.7,0.291479820627803
"1960",3,6.4,0.650224215246637
"1961",4,3,0.849775784753363
"1962",5,9.3,0.643497757847534
"1963",6,5.3,0.746636771300448
"1964",7,5.7,0.486547085201794
"1965",1,6,0.412556053811659
"1966",2,0.7,0.401345291479821
"1967",3,9.5,0.508968609865471
"1968",4,10,0.650224215246637
"1969",5,6.9,0.739910313901345
"1970",6,9.6,0.831838565022421
"1971",7,8,0.896860986547085
"1972",1,7.1,0.452914798206278
"1973",2,6,0.197309417040359
"1974",3,5.8,0.0201793721973094
"1975",4,6,0.919282511210762
"1976",5,6.4,0.692825112107623
"1977",6,3.7,0.670403587443946
"1978",7,4.8,0.789237668161435
"1979",1,4.4,0.5
"1980",2,10,0.282511210762332
"1981",3,6.2,0.670403587443946
"1982",4,9.4,0.647982062780269
"1983",5,9.7,0.565022421524664
"1984",6,10,0.659192825112108
"1985",7,7.9,0.802690582959641
"1986",1,9.8,0.688340807174888
"1987",2,9.4,0.300448430493274
"1988",3,10,0.643497757847534
"1989",4,10,0.719730941704036
"1990",5,7.9,0.688340807174888
"1991",6,5.3,0.973094170403587
"1992",7,9.3,0.737668161434978
"1993",1,9.3,0.623318385650224
"1994",2,10,0.511210762331839
"1995",3,9.1,0.917040358744395
"1996",4,6.3,0.926008968609865
"1997",5,7.9,0.670403587443946
"1998",6,8.1,0.932735426008969
"1999",7,5.5,0.737668161434978
"2000",1,5.7,0.255605381165919
"2001",2,3.7,0.345291479820628
"2002",3,6.1,0.748878923766816
"2003",4,10,0.81390134529148
"2004",5,10,0.316143497757848
"2005",6,6.3,0.757847533632287
"2006",7,4.4,1
"2007",1,10,0.565022421524664
"2008",2,8.8,0.367713004484305
"2009",3,8.7,0.717488789237668
"2010",4,2.9,0.625560538116592
"2011",5,4.8,0.015695067264574
"2012",6,1.6,0.719730941704036
"2013",7,4.8,0.571748878923767
"2014",1,9.9,0.2847533632287
"2015",2,10,0.327354260089686
"2016",3,10,0.612107623318386
"2017",4,9.9,0.73542600896861
"2018",5,9.3,0.511210762331839
"2019",6,10,0.544843049327354
"2020",7,10,0.733183856502242
"2021",1,10,0.399103139013453
"2022",2,8.6,0.369955156950673
"2023",3,2.6,0.717488789237668
"2024",4,4.6,0.630044843049327
"2025",5,7.9,0.647982062780269
"2026",6,10,0.762331838565022
"2027",7,10,0.674887892376682
"2028",1,6.8,0.5
"2029",2,3.2,0.316143497757848
"2030",3,7.3,0.482062780269058
"2031",4,5.7,0.571748878923767
"2032",5,5,0.57847533632287
"2033",6,4.7,0.464125560538117
"2034",7,2.1,0.79372197309417
"2035",1,1.4,0.533632286995516
"2036",2,6.5,0.143497757847534
"2037",3,9.9,0.405829596412556
"2038",4,8.4,0.695067264573991
"2039",5,7.5,0.585201793721973
"2040",6,5.4,0.724215246636771
"2041",7,4.6,0.7847533632287
"2042",1,4.4,0.461883408071749
"2043",2,8.8,0.390134529147982
"2044",3,6.3,0.522421524663677
"2045",4,6.7,0.580717488789238
"2046",5,5.9,0.576233183856502
"2047",6,3.6,0.695067264573991
"2048",7,9.6,0.690582959641256
"2049",1,9,0.378923766816143
"2050",2,7.8,0.224215246636771
"2051",3,7.7,0.488789237668161
"2052",4,4.5,0.677130044843049
"2053",5,9.4,0.551569506726457
"2054",6,9.1,0.556053811659193
"2055",7,6.3,0.681614349775785
"2056",1,5.9,0.403587443946188
"2057",2,8.9,0.204035874439462
"2058",3,4.7,0.365470852017937
"2059",4,7.1,0.405829596412556
"2060",5,4.8,0.448430493273543
"2061",6,9.7,0.473094170403587
"2062",7,10,0.632286995515695
"2063",1,9,0.34304932735426
"2064",2,10,0.289237668161435
"2065",3,9.1,0.565022421524664
"2066",4,3.5,0.708520179372197
"2067",5,5.5,0.641255605381166
"2068",6,7,0.755605381165919
"2069",7,10,0.502242152466368
"2070",1,10,0.291479820627803
"2071",2,10,0.289237668161435
"2072",3,9.2,0.300448430493274
"2073",4,6.1,0.867713004484305
"2074",5,9.3,0.827354260089686
"2075",6,9.4,0.948430493273543
"2076",7,10,0.609865470852018
"2077",1,10,0.378923766816143
"2078",2,10,0.352017937219731
"2079",3,9.5,0.562780269058296
"2080",4,7.4,0.325112107623318
"2081",5,3.1,0.860986547085202
"2082",6,6.3,0.7152466367713
"2083",7,9.2,0.639013452914798
"2084",1,9.3,0.441704035874439
"2085",2,6.8,0.443946188340807
"2086",3,7.9,0.614349775784753
"2087",4,8.1,0.76457399103139
"2088",5,7.8,0.269058295964126
"2089",6,9.1,0.582959641255605
"2090",7,10,0.708520179372197
"2091",1,9.6,0.365470852017937
"2092",2,10,0.170403587443946
"2093",3,10,0.437219730941704
"2094",4,8.7,0.708520179372197
"2095",5,6.9,0.798206278026906
"2096",6,8.5,0.612107623318386
"2097",7,6.3,0.701793721973094
"2098",1,9.8,0.457399103139013
"2099",2,9.7,0.248878923766816
"2100",3,10,0.412556053811659
"2101",4,9.5,0.479820627802691
"2102",5,7.7,0.849775784753363
"2103",6,9.6,0.713004484304933
"2104",7,9.8,0.890134529147982
"2105",1,10,0.325112107623318
"2106",2,8,0.291479820627803
"2107",3,8.8,0.228699551569507
"2108",4,10,0.513452914798206
"2109",5,3.9,0.692825112107623
"2110",6,4.1,0.766816143497758
"2111",7,5.2,0.966367713004484
"2112",1,10,0.399103139013453
"2113",2,10,0.262331838565022
"2114",3,9.1,0.65695067264574
"2115",4,8.6,0.647982062780269
"2116",5,10,0.672645739910314
"2117",6,10,0.753363228699552
"2118",7,10,0.869955156950673
"2119",1,9,0.515695067264574
"2120",2,9.1,0.434977578475336
"2121",3,10,0.562780269058296
"2122",4,9.9,0.632286995515695
"2123",5,10,0.717488789237668
"2124",6,10,0.816143497757848
"2125",7,10,0.780269058295964
"2126",1,5.7,0.802690582959641
"2127",2,6.9,0.352017937219731
"2128",3,9.8,0.665919282511211
"2129",4,10,0.721973094170404
"2130",5,10,0.553811659192825
"2131",6,7.6,0.665919282511211
"2132",7,5.2,0.778026905829596
"2133",1,5.4,0.576233183856502
"2134",2,10,0.230941704035874
"2135",3,9.7,0.807174887892377
"2136",4,2.1,0.62780269058296
"2137",5,8.4,0.665919282511211
"2138",6,9.9,0.520179372197309
"2140",1,7.5,0.464125560538117
"2141",2,10,0.226457399103139
"2142",3,10,0.219730941704036
"2143",4,5.8,0.795964125560538
"2144",5,10,0.647982062780269
"2146",7,5.5,0.719730941704036
"2147",1,10,0.358744394618834
"2148",2,10,0.159192825112108
"2149",3,10,0.668161434977579
"2150",4,9.2,0.663677130044843
"2151",5,9.7,0.746636771300448
"2152",6,10,0.0291479820627803
"2153",7,9.7,0.172645739910314
"2154",1,10,0.307174887892377
"2155",2,6.1,0.188340807174888
"2156",3,7.8,0.771300448430493
"2157",4,7.2,0.47085201793722
"2158",5,10,0.390134529147982
"2159",6,10,0.553811659192825
"2160",7,10,0.771300448430493
"2161",1,9.9,0.452914798206278
"2162",2,5.1,0.356502242152466
"2163",3,2.7,0.668161434977579
"2164",4,10,0.639013452914798
"2165",5,10,0.567264573991031
"2166",6,10,0.632286995515695
"2167",7,9.8,0.68609865470852
"2168",1,10,0.567264573991031
"2169",2,10,0.147982062780269
"2170",3,10,0.565022421524664
"2171",4,10,0.690582959641256
"2172",5,8.9,0.520179372197309
"2173",6,10,0.643497757847534
"2174",7,10,0.991031390134529
"2175",1,5.7,0.513452914798206
"2176",2,8.4,0.5
"2177",3,6.2,0.650224215246637
"2178",4,9.6,0.744394618834081
"2179",5,10,0.7847533632287
"2180",6,9.6,0.912556053811659
"2181",7,5.3,0.858744394618834
"2182",1,4.1,0.378923766816143
"2183",2,10,0.237668161434978
"2184",3,9.5,0.405829596412556
"2186",5,10,0.257847533632287
"2187",6,10,0.410313901345291
"2188",7,7.5,0.632286995515695
"2189",1,4.1,0.224215246636771
"2190",2,10,0.0112107623318386
"2191",3,10,0.5
"2192",4,5.4,0.165178571428571
"2193",5,10,0.328125
"2194",6,9.5,0.332589285714286
"2195",7,9.8,0.542410714285714
"2196",1,5,0.223214285714286
"2197",2,9.6,0.046875
"2198",3,10,0.511160714285714
"2199",4,6.7,0.482142857142857
"2200",5,5.6,0.354910714285714
"2201",6,9.7,0.502232142857143
"2202",7,10,0.645089285714286
"2203",1,10,0.368303571428571
"2204",2,10,0.0424107142857143
"2205",3,10,0.776785714285714
"2206",4,10,0.587053571428571
"2207",5,9.8,0.5
"2208",6,10,0.515625
"2209",7,8.3,0.537946428571429
"2210",1,9.8,0.276785714285714
"2211",2,2.8,0.125
"2212",3,7,0.127232142857143
"2213",4,10,0.607142857142857
"2214",5,9.4,0.441964285714286
"2215",6,5.2,0.529017857142857
"2216",7,8.9,0.694196428571429
"2217",1,10,0.397321428571429
"2218",2,9.9,0.200892857142857
"2219",3,9.8,0.46875
"2220",4,10,0.727678571428571
"2221",5,8.8,0.613839285714286
"2222",6,9.5,0.549107142857143
"2223",7,9.8,0.660714285714286
"2224",1,10,0.495535714285714
"2225",2,8.1,0.301339285714286
"2226",3,7.5,0.660714285714286
"2227",4,3,0.479910714285714
"2228",5,9.9,0.580357142857143
"2229",6,4.5,0.520089285714286
"2230",7,3,0.683035714285714
"2231",1,10,0.412946428571429
"2232",2,10,0.200892857142857
"2233",3,10,0.475446428571429
"2234",4,8.2,0.741071428571429
"2235",5,4.4,0.633928571428571
"2236",6,10,0.689732142857143
"2237",7,8.2,0.582589285714286
"2238",1,7.9,0.401785714285714
"2239",2,10,0.1875
"2240",3,6.3,0.113839285714286
"2241",4,10,0.383928571428571
"2242",5,10,0.580357142857143
"2243",6,6.4,0.540178571428571
"2244",7,10,0.426339285714286
"2245",1,10,0.1875
"2246",2,5.7,0.102678571428571
"2247",3,8.4,0.770089285714286
"2248",4,10,0.703125
"2249",5,10,0.388392857142857
"2250",6,7.4,0.767857142857143
"2251",7,10,0.794642857142857
"2252",1,6,0.640625
"2253",2,10,0.330357142857143
"2254",3,7.7,0.330357142857143
"2255",4,10,0.633928571428571
"2256",5,10,0.522321428571429
"2257",6,10,0.448660714285714
"2258",7,10,0.662946428571429
"2259",1,10,0.375
"2260",2,7.1,0.238839285714286
"2261",3,6,0.647321428571429
"2262",4,10,0.515625
"2263",5,10,0.462053571428571
"2264",6,10,0.571428571428571
"2265",7,7.3,0.709821428571429
"2266",1,6.1,0.435267857142857
"2267",2,10,0.142857142857143
"2268",3,10,0.491071428571429
"2269",4,10,0.46875
"2270",5,10,0.511160714285714
"2271",6,10,0.600446428571429
"2272",7,6.9,0.810267857142857
"2273",1,9,0.390625
"2274",2,10,0.247767857142857
"2275",3,9.8,0.381696428571429
"2276",4,10,0.569196428571429
"2277",5,10,0.462053571428571
"2278",6,10,0.645089285714286
"2279",7,10,0.464285714285714
"2280",1,9.4,0.359375
"2281",2,8.6,0.212053571428571
"2282",3,10,0.551339285714286
"2283",4,10,0.441964285714286
"2284",5,6.6,0.575892857142857
"2285",6,9.8,0.680803571428571
"2286",7,10,0.772321428571429
"2287",1,9.2,0.517857142857143
"2288",2,10,0.294642857142857
"2289",3,5.9,0.533482142857143
"2290",4,9.4,0.40625
"2291",5,9.3,0.620535714285714
"2292",6,10,0.40625
"2293",7,10,0.743303571428571
"2294",1,5.2,0.544642857142857
"2295",2,2.7,0.227678571428571
"2296",3,2.1,0.674107142857143
"2297",4,10,0.631696428571429
"2298",5,10,0.59375
"2299",6,9.6,0.412946428571429
"2300",7,4.8,0.4375
"2301",1,2.9,0.225446428571429
"2302",2,2.3,0.0959821428571429
"2303",3,2.3,0.372767857142857
"2304",4,6.3,0.529017857142857
"2305",5,8,0.357142857142857
"2306",6,9.9,0.363839285714286
"2307",7,7,0.323660714285714
"2308",1,6.6,0.381696428571429
"2309",2,9.4,0.0892857142857143
"2310",3,9.8,0.46875
"2311",4,8.3,0.517857142857143
"2312",5,10,0.544642857142857
"2313",6,8.2,0.698660714285714
"2314",7,7.8,0.660714285714286
"2315",1,4.3,0.441964285714286
"2316",2,6.8,0.388392857142857
"2317",3,7.9,0.613839285714286
"2318",4,10,0.651785714285714
"2319",5,10,0.65625
"2320",6,10,0.53125
"2321",7,9.4,0.680803571428571
"2322",1,7,0.629464285714286
"2323",2,7.6,0.522321428571429
"2324",3,9.7,0.575892857142857
"2325",4,7,0.59375
"2326",5,9.7,0.75
"2327",6,10,0.640625
"2328",7,8.4,0.828125
"2329",1,8.9,0.65625
"2330",2,10,0.428571428571429
"2331",3,4.9,0.745535714285714
"2332",4,7.8,0.870535714285714
"2333",5,10,0.754464285714286
"2334",6,10,0.819196428571429
"2335",7,8.3,0.832589285714286
"2336",1,10,0.368303571428571
"2337",2,8.9,0.345982142857143
"2338",3,10,0.194196428571429
"2339",4,8.1,0.667410714285714
"2340",5,8.1,0.549107142857143
"2341",6,8.5,0.602678571428571
"2342",7,4.7,0.915178571428571
"2343",1,6.2,0.450892857142857
"2344",2,5.1,0.357142857142857
"2345",3,9.1,0.678571428571429
"2346",4,10,0.580357142857143
"2347",5,9.6,0.669642857142857
"2348",6,5.2,0.868303571428571
"2349",7,9.8,0.845982142857143
"2350",1,9.8,0.502232142857143
"2351",2,10,0.381696428571429
"2352",3,10,0.575892857142857
"2353",4,5.4,0.729910714285714
"2354",5,10,0.738839285714286
"2355",6,6.2,0.622767857142857
"2356",7,8.2,0.879464285714286
"2357",1,10,0.591517857142857
"2358",2,9.3,0.34375
"2359",3,8.1,0.439732142857143
"2360",4,5.7,0.816964285714286
"2361",5,6.7,0.526785714285714
"2362",6,3,0.763392857142857
"2363",7,3.8,0.928571428571429
"2364",1,9.7,0.625
"2365",2,10,0.455357142857143
"2366",3,10,0.839285714285714
"2367",4,6,0.685267857142857
"2368",5,8.1,1
"2369",6,5.6,0.845982142857143
"2370",7,6.3,0.888392857142857
"2371",1,7.9,0.680803571428571
"2372",2,8.3,0.477678571428571
"2373",3,10,0.754464285714286
"2374",4,10,0.526785714285714
"2375",5,9.2,0.667410714285714
"2376",6,6.3,0.0870535714285714
"2377",7,4.7,0.417410714285714
"2378",1,1.5,0.258928571428571
"2379",2,7.1,0.191964285714286
"2380",3,10,0.529017857142857
"2381",4,9.7,0.683035714285714
"2382",5,7.3,0.441964285714286
"2383",6,2.2,0.676339285714286
"2384",7,7.9,0.875
"2385",1,8.1,0.453125
"2386",2,7.9,0.316964285714286
"2387",3,10,0.629464285714286
"2388",4,8.7,0.676339285714286
"2389",5,5.7,0.613839285714286
"2390",6,2,0.591517857142857
"2391",7,4.7,0.694196428571429
"2392",1,6.1,0.515625
"2393",2,6.7,0.272321428571429
"2394",3,9.5,0.636160714285714
"2395",4,7.8,0.441964285714286
"2396",5,9.9,0.604910714285714
"2397",6,10,0.558035714285714
"2398",7,9.4,0.658482142857143
"2399",1,10,0.551339285714286
"2400",2,9.6,0.383928571428571
"2401",3,8.9,0.65625
"2402",4,6.6,0.631696428571429
"2403",5,5.6,0.555803571428571
"2404",6,5.9,0.587053571428571
"2405",7,7.4,0.569196428571429
"2406",1,10,0.470982142857143
"2407",2,9.9,0.321428571428571
"2408",3,9.9,0.582589285714286
"2409",4,9.8,0.4375
"2410",5,10,0.564732142857143
"2411",6,9.4,0.649553571428571
"2412",7,8.9,0.647321428571429
"2413",1,10,0.484375
"2414",2,10,0.287946428571429
"2415",3,10,0.515625
"2416",4,7.9,0.254464285714286
"2417",5,8.6,0.40625
"2418",6,8.6,0.457589285714286
"2419",7,7.8,0.375
"2420",1,3.8,0.397321428571429
"2421",2,4.2,0.28125
"2422",3,3.5,0.464285714285714
"2423",4,10,0.488839285714286
"2424",5,8.1,0.372767857142857
"2425",6,7.2,0.517857142857143
"2426",7,9.4,0.477678571428571
"2427",1,10,0.354910714285714
"2428",2,10,0.283482142857143
"2429",3,10,0.310267857142857
"2430",4,10,0.388392857142857
"2431",5,9.2,0.441964285714286
"2432",6,6.3,0.529017857142857
"2433",7,9.2,0.613839285714286
"2434",1,9.1,0.328125
"2435",2,10,0.263392857142857
"2436",3,10,0.160714285714286
"2437",4,8.9,0.662946428571429
"2438",5,6.6,0.546875
"2439",6,9.5,0.609375
"2440",7,9.1,0.526785714285714
"2441",1,7.4,0.299107142857143
"2442",2,10,0.238839285714286
"2443",3,9.8,0.553571428571429
"2444",4,10,0.558035714285714
"2445",5,10,0.600446428571429
"2446",6,6.2,0.745535714285714
"2447",7,10,0.741071428571429
"2448",1,10,0.296875
"2449",2,8.8,0.555803571428571
"2450",3,9.6,0.591517857142857
"2451",4,10,0.625
"2452",5,9.9,0.558035714285714
"2453",6,10,0.558035714285714
"2454",7,10,0.743303571428571
"2455",1,9.9,0.495535714285714
"2456",2,6.4,0.357142857142857
"2457",3,8.1,0.633928571428571
"2458",4,7.8,0.609375
"2459",5,10,0.555803571428571
"2460",6,9.9,0.647321428571429
"2461",7,8.8,0.776785714285714
"2462",1,10,0.395089285714286
"2463",2,8.7,0.296875
"2464",3,10,0.178571428571429
"2465",4,10,0.220982142857143
"2466",5,8.9,0.743303571428571
"2467",6,10,0.747767857142857
"2468",7,9.4,0.787946428571429
"2469",1,10,0.450892857142857
"2470",2,10,0.178571428571429
"2471",3,10,0.491071428571429
"2472",4,9.3,0.375
"2473",5,7.8,0.0625
"2474",6,4.9,0.580357142857143
"2475",7,3.6,0.560267857142857
"2476",1,6.7,0.328125
"2477",2,9.6,0.191964285714286
"2478",3,7.1,0.100446428571429
"2479",4,10,0.433035714285714
"2480",5,9.9,0.676339285714286
"2481",6,9.9,0.564732142857143
"2482",7,10,0.622767857142857
"2483",1,10,0.515625
"2484",2,10,0.323660714285714
"2485",3,9.5,0.455357142857143
"2486",4,7.9,0.462053571428571
"2487",5,6.6,0.700892857142857
"2488",6,10,0.575892857142857
"2489",7,9.6,0.651785714285714
"2490",1,7.9,0.379464285714286
"2491",2,7.6,0.25
"2492",3,8.3,0.5625
"2493",4,9.9,0.633928571428571
"2494",5,8.4,0.535714285714286
"2495",6,5.4,0.582589285714286
"2496",7,8.4,0.953125
"2497",1,10,0.337053571428571
"2498",2,10,0.276785714285714
"2499",3,10,0.598214285714286
"2500",4,9.6,0.189732142857143
"2501",5,9.9,0.580357142857143
"2502",6,9.8,0.700892857142857
"2503",7,10,0.716517857142857
"2504",1,10,0.328125
"2505",2,10,0.227678571428571
"2506",3,10,0.28125
"2507",4,8.4,0.535714285714286
"2508",5,9.3,0.544642857142857
"2509",6,10,0.424107142857143
"2510",7,9.8,0.59375
"2511",1,10,0.383928571428571
"2512",2,10,0.198660714285714
"2513",3,3.6,0.866071428571429
"2514",4,8.4,0.613839285714286
"2515",5,9.1,0.381696428571429
"2516",6,10,0.651785714285714
"2517",7,8.8,0.620535714285714
"2518",1,10,0.386160714285714
"2519",2,7.5,0.361607142857143
"2520",3,10,0.638392857142857
"2521",4,10,0.774553571428571
"2522",5,6,0.459821428571429
"2523",6,8.9,0.0424107142857143
"2524",7,10,0.15625
"2525",1,10,0.245535714285714
"2526",2,10,0.120535714285714
"2527",3,4.3,0.502232142857143
"2528",4,5.2,0.591517857142857
"2529",5,10,0.439732142857143
"2530",6,10,0.540178571428571
"2531",7,10,0.464285714285714
"2532",1,10,0.470982142857143
"2533",2,10,0.223214285714286
"2534",3,7.3,0.852678571428571
"2535",4,1.8,0.696428571428571
"2536",5,4.9,0.497767857142857
"2537",6,10,0.544642857142857
"2538",7,9.8,0.904017857142857
